"","x"
"5427","RT @joshtpm: just one story after another like this now that Trump is out of power. I reiterate the point: the executive branch needs an au…"
"5428","RT @terry_truchan: Another home run by the @MedicineHatNews . @jkenney is in hiding after losing a $7.5 billion dollar bet on the US electi…"
"5429","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5430","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"5431","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"5432","RT @DePasqualePA: I wish I was surprised that the <U+2066>@nytimes<U+2069>   found it was <U+2066>@RepScottPerry<U+2069> who tried to oust the Acting Attorney General…"
"5433","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5434","RT @Shivkant001: Aspirants of Up chosen u because u was the best option before them in Election. But u have not fulfilled your promise sir.…"
"5435","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5436","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5437","A Republican congressman from Pennsylvania was instrumental in Trump's plan to shake up the Justice Department and… https://t.co/BAmigy66FF"
"5438","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5439","RT @nycsouthpaw: Everyone needs to read this. The headline doesn’t cover the half of it. https://t.co/NtFAELwrPN"
"5440","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5441","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5442","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5443","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5444","How to win a Federal Election in the middle of an impending economic disaster of your own making and years of lazin… https://t.co/XqYnU5xR3l"
"5445","RT @yashar: Arizona Republican Party Set to Censure Doug Ducey, Cindy McCain, &amp; Jeff Flake

The three Republicans face a rebuke for refusin…"
"5446","RT @EricHolder: There must be accountability/consequences for all those who participated in the effort to subvert our democracy. This is no…"
"5447","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5448","RT @njwoman2be: @B3man1 @mmpadellan Read the 14th amendment,section 3,says those who support an insurrection against the US are ineligible…"
"5449","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5450","RT @nytimes: Breaking News: Donald Trump and a Justice Department official plotted to oust the acting attorney general to try to advance ba…"
"5451","RT @JRubinBlogger: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General .. another candidate for expulsion…"
"5452","RT @JaneMayerNYer: We were so much closer to a coup than we even knew: Trump and Justice Dept. Lawyer Said to Have Plotted to Oust Acting A…"
"5453","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5454","Proof Positive: Coordinated Cyberwarfare Attack Against US By China, Russia, Iran, Iraq, Pakistan To Steal Election… https://t.co/uuwA0MSeT6"
"5455","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5456","RT @harrylitman: Can’t emphasize this enough. An absolute immediate firing offense. “Justice Department policy stipulates that the presiden…"
"5457","@ananavarro You’d think he tried to steal an election and encouraged sedition or something.  Thank god for Tucker C… https://t.co/SkpnzaA7Ed"
"5458","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5459","RT @tokitaeII: For all you Republicans whining about 'cancel culture' (which is a farce) why don't you look in the mirror and tell us why y…"
"5460","@Douglas4Moray @ScotTories #toryscum did #brexit, the US did a presidential election, why is it that only fucking S… https://t.co/ioX4Ttl7JN"
"5461","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5462","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5463","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5464","RT @guano_col: @KarenEDeering @Beachbumjules @donwinslow We can't sleep - we are literally one election away from fascism.  We MUST gain mo…"
"5465","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5466","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"5467","RT @Atticus59914029: We must be clear eyed about what happened between 11/3 and 1/6:the losing candidate abused the powers of his office to…"
"5468","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"5469","RT @cangal21isback: So basically there are a whole whack of countries whose leaders are resigning after the election in the US. HMMM. I won…"
"5470","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5471","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5472","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5473","RT @ZaleskiLuke: @JohnCornyn Setting the precedent that a president can’t foment an attack on the US government to stop the certification o…"
"5474","RT @GottaLaff: BREAKING  —PA congressman played key role in Trump’s plot to oust acting attorney general this month.  The involvement of Re…"
"5475","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5476","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5477","RT @ZaleskiLuke: @JohnCornyn Setting the precedent that a president can’t foment an attack on the US government to stop the certification o…"
"5478","RT @linda_mintun: @althea89157 @DebbieDoesTwitt We voted out Trump but many of his supporters remain in Senate&amp;Congress.Several Senators an…"
"5479","RT @jaketapper: NYT IDs <U+2066>@RepScottPerry<U+2069> as the PA GOPer who introduced Trump to DOJ official Jeffrey Clark, “whose openness to conspiracy…"
"5480","RT @kaitlancollins: Trump summoned Rosen, wanting the Justice Department to file legal briefs supporting his allies’ lawsuits. And he urged…"
"5481","RT @harrylitman: via @NYTimes Clark is playing it cute with “official “ or lying here, simple as that. “Asked whether his conversations wit…"
"5482","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5483","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5484","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5485","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5486","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"5487","RT @SimonWDC: Mindblowing story.   https://t.co/zORJAtcO72"
"5488","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5489","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5490","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5491","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5492","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5493","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5494","@repscottperry needs to go.

https://t.co/YuO4CXA7mh"
"5495","RT @YShailendra1: #VDO2018Joining_B4Holi
Sir in the lack of we the Departmental officers how could be the panchayat election possible... So…"
